id,brand_id,category,retailer_id,region,date_start,date_end,note_type,note_text,org_id
126,41,Packaged Foods,4,North America,2025-12-21,2025-12-28,distribution_gap,Royal Kitchen is running 35 pts below the Packaged Foods category average ACV in North America — worst at PrimeGrocer (28% vs 62% category avg).,1
127,7,Salty Snacks,193,SEA - Indonesia,2025-12-21,2025-12-28,distribution_gap,Urban Bites is running 35 pts below the Salty Snacks category average ACV in SEA - Indonesia — worst at Local Trade Collective (Indonesia) (23% vs 58% category avg).,1
128,3,Salty Snacks,30,North America,2025-12-21,2025-12-28,distribution_gap,Prime Snacks is running 35 pts below the Salty Snacks category average ACV in North America — worst at CornerFuel Mart #2 (27% vs 61% category avg).,1
129,86,Confectionery,173,SEA - Philippines,2025-12-21,2025-12-28,distribution_gap,True Candy Co is running 35 pts below the Confectionery category average ACV in SEA - Philippines — worst at Local Trade Collective (Philippines) (28% vs 63% category avg).,1
130,70,Dairy,124,Gulf - Saudi,2025-12-21,2025-12-28,distribution_gap,Vivid Milk Co is running 35 pts below the Dairy category average ACV in Gulf - Saudi — worst at MarketLink GT (Saudi) (26% vs 60% category avg).,1
131,47,Beverages,79,India - Tier 2/3,2025-12-21,2025-12-28,distribution_gap,Sunrise Refresh is running 35 pts below the Beverages category average ACV in India - Tier 2/3 — worst at MarketLink GT (Tier 2/3) (28% vs 63% category avg).,1
132,99,Breakfast & Cereal,92,Gulf - UAE,2025-12-21,2025-12-28,distribution_gap,Fresh Cereal Co is running 34 pts below the Breakfast & Cereal category average ACV in Gulf - UAE — worst at GreenAisle (UAE) (29% vs 63% category avg).,1
133,100,Baby Care,72,India - Tier 2/3,2025-12-21,2025-12-28,distribution_gap,Fresh Tiny Care is running 34 pts below the Baby Care category average ACV in India - Tier 2/3 — worst at ValueGrocer (Tier 2/3) (28% vs 62% category avg).,1
134,105,Baby Care,66,India - Tier 2/3,2025-12-21,2025-12-28,distribution_gap,Silver Baby Essentials is running 34 pts below the Baby Care category average ACV in India - Tier 2/3 — worst at MetroBazaar (Tier 2/3) (28% vs 62% category avg).,1
135,63,Home Care,119,Gulf - Saudi,2025-12-21,2025-12-28,distribution_gap,Silver Household is running 34 pts below the Home Care category average ACV in Gulf - Saudi — worst at ValueTrade GT (Saudi) (29% vs 63% category avg).,1
136,55,Beverages,195,SEA - Indonesia,2025-12-21,2025-12-28,distribution_gap,Vivid Sip is running 34 pts below the Beverages category average ACV in SEA - Indonesia — worst at Neighborhood Wholesale (Indonesia) (26% vs 61% category avg).,1
137,68,Dairy,189,SEA - Indonesia,2025-12-21,2025-12-28,distribution_gap,Cloud Dairy is running 34 pts below the Dairy category average ACV in SEA - Indonesia — worst at DashKart (Indonesia) (29% vs 63% category avg).,1
138,11,Salty Snacks,25,North America,2025-12-21,2025-12-28,distribution_gap,Silver Snacks is running 34 pts below the Salty Snacks category average ACV in North America — worst at QuickStop (27% vs 61% category avg).,1
139,6,Salty Snacks,115,Gulf - Saudi,2025-12-21,2025-12-28,distribution_gap,Coastal Bites is running 34 pts below the Salty Snacks category average ACV in Gulf - Saudi — worst at PrimeGrocer (Saudi) (28% vs 62% category avg).,1
140,27,Personal Care,191,SEA - Indonesia,2025-12-21,2025-12-28,distribution_gap,Golden Glow is running 34 pts below the Personal Care category average ACV in SEA - Indonesia — worst at HopMart (Indonesia) (27% vs 60% category avg).,1
141,55,Beverages,38,India - Metro,2025-12-21,2025-12-28,distribution_gap,Vivid Sip is running 34 pts below the Beverages category average ACV in India - Metro — worst at GreenAisle (Metro) (28% vs 62% category avg).,1
142,19,Sparkling Water,22,North America,2025-12-21,2025-12-28,distribution_gap,Fresh Fizz is running 34 pts below the Sparkling Water category average ACV in North America — worst at NaturaLife Market (30% vs 63% category avg).,1
143,38,Packaged Foods,173,SEA - Philippines,2025-12-21,2025-12-28,distribution_gap,Urban Pantry is running 33 pts below the Packaged Foods category average ACV in SEA - Philippines — worst at Local Trade Collective (Philippines) (28% vs 62% category avg).,1
144,46,Beverages,116,Gulf - Saudi,2025-12-21,2025-12-28,distribution_gap,Fresh Refresh is running 33 pts below the Beverages category average ACV in Gulf - Saudi — worst at DailyBasket (Saudi) (29% vs 63% category avg).,1
145,47,Beverages,119,Gulf - Saudi,2025-12-21,2025-12-28,distribution_gap,Sunrise Refresh is running 33 pts below the Beverages category average ACV in Gulf - Saudi — worst at ValueTrade GT (Saudi) (29% vs 63% category avg).,1
146,2,Salty Snacks,39,India - Metro,2025-12-21,2025-12-28,distribution_gap,Bold Snacks is running 33 pts below the Salty Snacks category average ACV in India - Metro — worst at PrimeGrocer (Metro) (26% vs 59% category avg).,1
147,61,Home Care,53,India - Metro,2025-12-21,2025-12-28,distribution_gap,Crunch Household is running 33 pts below the Home Care category average ACV in India - Metro — worst at RapidBasket (Metro) (28% vs 61% category avg).,1
148,106,Baby Care,69,India - Tier 2/3,2025-12-21,2025-12-28,distribution_gap,Vivid Little Ones is running 33 pts below the Baby Care category average ACV in India - Tier 2/3 — worst at DailyBasket (Tier 2/3) (29% vs 62% category avg).,1
149,109,Baby Care,128,Gulf - Qatar,2025-12-21,2025-12-28,distribution_gap,Silver Little Ones is running 32 pts below the Baby Care category average ACV in Gulf - Qatar — worst at MetroBazaar (Qatar) (29% vs 62% category avg).,1
150,77,Dairy,141,Gulf - Qatar,2025-12-21,2025-12-28,distribution_gap,Urban Creamery is running 32 pts below the Dairy category average ACV in Gulf - Qatar — worst at Community Retail Co-op (Qatar) (34% vs 66% category avg).,1
151,32,Personal Care,72,India - Tier 2/3,2025-12-21,2025-12-28,distribution_gap,Cloud Skin is running 32 pts below the Personal Care category average ACV in India - Tier 2/3 — worst at ValueGrocer (Tier 2/3) (30% vs 63% category avg).,1
152,110,Baby Care,61,India - Metro,2025-12-21,2025-12-28,distribution_gap,Meadow Tiny Care is running 32 pts below the Baby Care category average ACV in India - Metro — worst at Community Retail Co-op (Metro) (31% vs 63% category avg).,1
153,60,Home Care,108,Gulf - UAE,2025-12-21,2025-12-28,distribution_gap,True Shine is running 32 pts below the Home Care category average ACV in Gulf - UAE — worst at ValueTrade GT (UAE) (30% vs 61% category avg).,1
154,40,Packaged Foods,100,Gulf - UAE,2025-12-21,2025-12-28,distribution_gap,Meadow Pantry is running 31 pts below the Packaged Foods category average ACV in Gulf - UAE — worst at QuickDash (UAE) (32% vs 63% category avg).,1
155,98,Breakfast & Cereal,123,Gulf - Saudi,2025-12-21,2025-12-28,distribution_gap,Coastal Mornings is running 31 pts below the Breakfast & Cereal category average ACV in Gulf - Saudi — worst at Bazaar Wholesale (Saudi) (28% vs 59% category avg).,1
156,44,Packaged Foods,66,India - Tier 2/3,2025-12-21,2025-12-28,distribution_gap,Spring Pantry is running 31 pts below the Packaged Foods category average ACV in India - Tier 2/3 — worst at MetroBazaar (Tier 2/3) (31% vs 62% category avg).,1
157,109,Baby Care,9,North America,2025-12-21,2025-12-28,distribution_gap,Silver Little Ones is running 31 pts below the Baby Care category average ACV in North America — worst at CityMart (32% vs 63% category avg).,1
158,56,Home Care,88,India - Tier 2/3,2025-12-21,2025-12-28,distribution_gap,Golden Shine is running 31 pts below the Home Care category average ACV in India - Tier 2/3 — worst at Sundry Traders Network #2 (Tier 2/3) (32% vs 63% category avg).,1
159,23,Personal Care,40,India - Metro,2025-12-21,2025-12-28,distribution_gap,Golden Skin is running 31 pts below the Personal Care category average ACV in India - Metro — worst at DailyBasket (Metro) (32% vs 63% category avg).,1
160,89,Breakfast & Cereal,10,North America,2025-12-21,2025-12-28,distribution_gap,Nomad Mornings is running 31 pts below the Breakfast & Cereal category average ACV in North America — worst at HomeFresh (32% vs 63% category avg).,1
161,104,Baby Care,197,SEA - Indonesia,2025-12-21,2025-12-28,distribution_gap,Meadow Baby Co is running 31 pts below the Baby Care category average ACV in SEA - Indonesia — worst at Community Retail Co-op (Indonesia) (29% vs 60% category avg).,1
162,76,Dairy,3,North America,2025-12-21,2025-12-28,distribution_gap,Royal Farms is running 31 pts below the Dairy category average ACV in North America — worst at GreenAisle (30% vs 61% category avg).,1
163,10,Salty Snacks,125,Gulf - Saudi,2025-12-21,2025-12-28,distribution_gap,Silver Chips is running 31 pts below the Salty Snacks category average ACV in Gulf - Saudi — worst at Sundry Traders Network (Saudi) (32% vs 62% category avg).,1
164,57,Home Care,162,SEA - Philippines,2025-12-21,2025-12-28,distribution_gap,Cloud Shine is running 30 pts below the Home Care category average ACV in SEA - Philippines — worst at FreshMart (Philippines) (28% vs 58% category avg).,1
165,54,Beverages,112,Gulf - Saudi,2025-12-21,2025-12-28,distribution_gap,Nomad Drinks is running 30 pts below the Beverages category average ACV in Gulf - Saudi — worst at FreshMart (Saudi) (32% vs 63% category avg).,1
166,53,Beverages,112,Gulf - Saudi,2025-12-21,2025-12-28,distribution_gap,Cloud Sip is running 30 pts below the Beverages category average ACV in Gulf - Saudi — worst at FreshMart (Saudi) (33% vs 63% category avg).,1
167,104,Baby Care,133,Gulf - Qatar,2025-12-21,2025-12-28,distribution_gap,Meadow Baby Co is running 30 pts below the Baby Care category average ACV in Gulf - Qatar — worst at ZipCart (Qatar) (32% vs 62% category avg).,1
168,33,Personal Care,117,Gulf - Saudi,2025-12-21,2025-12-28,distribution_gap,Cloud Glow is running 30 pts below the Personal Care category average ACV in Gulf - Saudi — worst at SunriseMart (Saudi) (30% vs 60% category avg).,1
169,91,Breakfast & Cereal,119,Gulf - Saudi,2025-12-21,2025-12-28,distribution_gap,Coastal Cereal Co is running 29 pts below the Breakfast & Cereal category average ACV in Gulf - Saudi — worst at ValueTrade GT (Saudi) (30% vs 59% category avg).,1
170,42,Packaged Foods,165,SEA - Philippines,2025-12-21,2025-12-28,distribution_gap,Urban Kitchen is running 28 pts below the Packaged Foods category average ACV in SEA - Philippines — worst at PrimeGrocer (Philippines) (34% vs 62% category avg).,1
171,101,Baby Care,134,Gulf - Qatar,2025-12-21,2025-12-28,distribution_gap,Everyday Tiny Care is running 27 pts below the Baby Care category average ACV in Gulf - Qatar — worst at DashKart (Qatar) (34% vs 62% category avg).,1
172,68,Dairy,192,SEA - Indonesia,2025-12-28,2025-12-28,cannibalization_risk,"Cloud Dairy SKU at FlashCart (Indonesia) dipped 13% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
173,54,Beverages,75,India - Tier 2/3,2025-12-28,2025-12-28,cannibalization_risk,"Nomad Drinks SKU at Neighborhood Wholesale (Tier 2/3) dipped 19% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
174,29,Personal Care,56,India - Metro,2025-12-28,2025-12-28,cannibalization_risk,"Golden Essentials SKU at QuickDash #2 (Metro) dipped 37% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
175,13,Sparkling Water,168,SEA - Philippines,2025-12-28,2025-12-28,cannibalization_risk,"Urban Bubbles SKU at QuickDash (Philippines) dipped 41% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
176,66,Home Care,185,SEA - Indonesia,2025-12-28,2025-12-28,cannibalization_risk,"Golden Household SKU at DailyBasket (Indonesia) dipped 23% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
177,55,Beverages,53,India - Metro,2025-12-28,2025-12-28,cannibalization_risk,"Vivid Sip SKU at RapidBasket (Metro) dipped 32% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
178,93,Breakfast & Cereal,100,Gulf - UAE,2025-12-28,2025-12-28,cannibalization_risk,"Urban Mornings SKU at QuickDash (UAE) dipped 16% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
179,63,Home Care,10,North America,2025-12-28,2025-12-28,cannibalization_risk,"Silver Household SKU at HomeFresh dipped 20% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
180,104,Baby Care,131,Gulf - Qatar,2025-12-28,2025-12-28,cannibalization_risk,"Meadow Baby Co SKU at DailyBasket (Qatar) dipped 19% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
181,54,Beverages,80,India - Tier 2/3,2025-12-28,2025-12-28,cannibalization_risk,"Nomad Drinks SKU at Sundry Traders Network (Tier 2/3) dipped 14% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
182,4,Salty Snacks,154,SEA - Malaysia,2025-12-28,2025-12-28,cannibalization_risk,"Blue Bites SKU at Local Trade Collective (Malaysia) dipped 13% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
183,7,Salty Snacks,109,Gulf - UAE,2025-12-28,2025-12-28,cannibalization_risk,"Urban Bites SKU at Neighborhood Wholesale (UAE) dipped 26% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
184,20,Sparkling Water,41,India - Metro,2025-12-28,2025-12-28,cannibalization_risk,"Heritage Springs SKU at SunriseMart (Metro) dipped 18% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
185,29,Personal Care,63,India - Metro,2025-12-28,2025-12-28,cannibalization_risk,"Golden Essentials SKU at MarketLink GT (Metro) dipped 29% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
186,43,Packaged Foods,60,India - Metro,2025-12-28,2025-12-28,cannibalization_risk,"Coastal Table SKU at Corner Store Network (Metro) dipped 13% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
187,89,Breakfast & Cereal,71,India - Tier 2/3,2025-12-28,2025-12-28,cannibalization_risk,"Nomad Mornings SKU at UrbanPantry (Tier 2/3) dipped 35% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
188,64,Home Care,13,North America,2025-12-28,2025-12-28,cannibalization_risk,"Blue Shine SKU at GreenAisle #2 dipped 32% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
189,55,Beverages,51,India - Metro,2025-12-28,2025-12-28,cannibalization_risk,"Vivid Sip SKU at FlashCart (Metro) dipped 18% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
190,93,Breakfast & Cereal,96,Gulf - UAE,2025-12-28,2025-12-28,cannibalization_risk,"Urban Mornings SKU at UrbanPantry (UAE) dipped 29% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
191,50,Beverages,183,SEA - Indonesia,2025-12-28,2025-12-28,cannibalization_risk,"Crunch Drinks SKU at GreenAisle (Indonesia) dipped 22% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
192,89,Breakfast & Cereal,74,India - Tier 2/3,2025-12-28,2025-12-28,cannibalization_risk,"Nomad Mornings SKU at ValueTrade GT (Tier 2/3) dipped 25% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
193,38,Packaged Foods,121,Gulf - Saudi,2025-12-28,2025-12-28,cannibalization_risk,"Urban Pantry SKU at Corner Store Network (Saudi) dipped 34% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
194,47,Beverages,87,India - Tier 2/3,2025-12-28,2025-12-28,cannibalization_risk,"Sunrise Refresh SKU at MarketLink GT #2 (Tier 2/3) dipped 39% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
195,50,Beverages,179,SEA - Philippines,2025-12-28,2025-12-28,cannibalization_risk,"Crunch Drinks SKU at MarketLink GT (Philippines) dipped 15% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
196,35,Packaged Foods,88,India - Tier 2/3,2025-12-28,2025-12-28,cannibalization_risk,"Silver Table SKU at Sundry Traders Network #2 (Tier 2/3) dipped 33% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
197,76,Dairy,85,India - Tier 2/3,2025-12-28,2025-12-28,cannibalization_risk,"Royal Farms SKU at Community Retail Co-op #2 (Tier 2/3) dipped 25% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
198,29,Personal Care,39,India - Metro,2025-12-28,2025-12-28,cannibalization_risk,"Golden Essentials SKU at PrimeGrocer (Metro) dipped 31% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
199,38,Packaged Foods,115,Gulf - Saudi,2025-12-28,2025-12-28,cannibalization_risk,"Urban Pantry SKU at PrimeGrocer (Saudi) dipped 18% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
200,29,Personal Care,40,India - Metro,2025-12-28,2025-12-28,cannibalization_risk,"Golden Essentials SKU at DailyBasket (Metro) dipped 32% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
201,22,Sparkling Water,123,Gulf - Saudi,2025-12-28,2025-12-28,cannibalization_risk,"Crunch Fizz SKU at Bazaar Wholesale (Saudi) dipped 17% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
202,29,Personal Care,41,India - Metro,2025-12-28,2025-12-28,cannibalization_risk,"Golden Essentials SKU at SunriseMart (Metro) dipped 17% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
203,42,Packaged Foods,75,India - Tier 2/3,2025-12-28,2025-12-28,cannibalization_risk,"Urban Kitchen SKU at Neighborhood Wholesale (Tier 2/3) dipped 37% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
204,76,Dairy,88,India - Tier 2/3,2025-12-28,2025-12-28,cannibalization_risk,"Royal Farms SKU at Sundry Traders Network #2 (Tier 2/3) dipped 29% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
205,29,Personal Care,46,India - Metro,2025-12-28,2025-12-28,cannibalization_risk,"Golden Essentials SKU at QuickDash (Metro) dipped 21% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
206,38,Packaged Foods,119,Gulf - Saudi,2025-12-28,2025-12-28,cannibalization_risk,"Urban Pantry SKU at ValueTrade GT (Saudi) dipped 12% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
207,38,Packaged Foods,117,Gulf - Saudi,2025-12-28,2025-12-28,cannibalization_risk,"Urban Pantry SKU at SunriseMart (Saudi) dipped 37% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
208,29,Personal Care,47,India - Metro,2025-12-28,2025-12-28,cannibalization_risk,"Golden Essentials SKU at ZipCart (Metro) dipped 25% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
209,89,Breakfast & Cereal,13,North America,2025-12-28,2025-12-28,cannibalization_risk,"Nomad Mornings SKU at GreenAisle #2 dipped 27% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
210,24,Personal Care,127,Gulf - Qatar,2025-12-28,2025-12-28,cannibalization_risk,"Spring Care SKU at FreshMart (Qatar) dipped 31% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
211,12,Sparkling Water,77,India - Tier 2/3,2025-12-28,2025-12-28,cannibalization_risk,"True Water Co SKU at Community Retail Co-op (Tier 2/3) dipped 40% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
212,13,Sparkling Water,148,SEA - Malaysia,2025-12-28,2025-12-28,cannibalization_risk,"Urban Bubbles SKU at QuickDash (Malaysia) dipped 26% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
213,58,Home Care,182,SEA - Indonesia,2025-12-28,2025-12-28,cannibalization_risk,"Coastal Clean SKU at MetroBazaar (Indonesia) dipped 40% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
214,20,Sparkling Water,49,India - Metro,2025-12-28,2025-12-28,cannibalization_risk,"Heritage Springs SKU at SwiftBasket (Metro) dipped 25% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
215,99,Breakfast & Cereal,91,Gulf - UAE,2025-12-28,2025-12-28,cannibalization_risk,"Fresh Cereal Co SKU at MetroBazaar (UAE) dipped 40% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
216,49,Beverages,68,India - Tier 2/3,2025-12-28,2025-12-28,cannibalization_risk,"Meadow Beverages SKU at PrimeGrocer (Tier 2/3) dipped 37% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
217,29,Personal Care,46,India - Metro,2025-12-28,2025-12-28,cannibalization_risk,"Golden Essentials SKU at QuickDash (Metro) dipped 27% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
218,20,Sparkling Water,52,India - Metro,2025-12-28,2025-12-28,cannibalization_risk,"Heritage Springs SKU at NimbleMart (Metro) dipped 25% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
219,18,Sparkling Water,8,North America,2025-12-28,2025-12-28,cannibalization_risk,"Royal Fizz SKU at ValueGrocer dipped 19% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
220,66,Home Care,83,India - Tier 2/3,2025-12-28,2025-12-28,cannibalization_risk,"Golden Household SKU at Neighborhood Wholesale #2 (Tier 2/3) dipped 20% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
221,52,Beverages,140,Gulf - Qatar,2025-12-28,2025-12-28,cannibalization_risk,"Spring Sip SKU at Corner Store Network (Qatar) dipped 31% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
222,47,Beverages,79,India - Tier 2/3,2025-12-28,2025-12-28,cannibalization_risk,"Sunrise Refresh SKU at MarketLink GT (Tier 2/3) dipped 29% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
223,44,Packaged Foods,83,India - Tier 2/3,2025-12-28,2025-12-28,cannibalization_risk,"Spring Pantry SKU at Neighborhood Wholesale #2 (Tier 2/3) dipped 21% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
224,22,Sparkling Water,126,Gulf - Saudi,2025-12-28,2025-12-28,cannibalization_risk,"Crunch Fizz SKU at Local Trade Collective #2 (Saudi) dipped 31% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
225,46,Beverages,30,North America,2025-12-28,2025-12-28,cannibalization_risk,"Fresh Refresh SKU at CornerFuel Mart #2 dipped 28% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
226,29,Personal Care,64,India - Metro,2025-12-28,2025-12-28,cannibalization_risk,"Golden Essentials SKU at Sundry Traders Network (Metro) dipped 26% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
227,24,Personal Care,109,Gulf - UAE,2025-12-28,2025-12-28,cannibalization_risk,"Spring Care SKU at Neighborhood Wholesale (UAE) dipped 37% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
228,20,Sparkling Water,57,India - Metro,2025-12-28,2025-12-28,cannibalization_risk,"Heritage Springs SKU at Local Trade Collective (Metro) dipped 18% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
229,8,Salty Snacks,83,India - Tier 2/3,2025-12-28,2025-12-28,cannibalization_risk,"Meadow Crisps SKU at Neighborhood Wholesale #2 (Tier 2/3) dipped 18% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
230,55,Beverages,47,India - Metro,2025-12-28,2025-12-28,cannibalization_risk,"Vivid Sip SKU at ZipCart (Metro) dipped 19% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
231,18,Sparkling Water,11,North America,2025-12-28,2025-12-28,cannibalization_risk,"Royal Fizz SKU at FreshMart #2 dipped 25% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
232,53,Beverages,137,Gulf - Qatar,2025-12-28,2025-12-28,cannibalization_risk,"Cloud Sip SKU at Local Trade Collective (Qatar) dipped 27% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
233,59,Home Care,53,India - Metro,2025-12-28,2025-12-28,cannibalization_risk,"Pure Shine SKU at RapidBasket (Metro) dipped 25% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
234,76,Dairy,76,India - Tier 2/3,2025-12-28,2025-12-28,cannibalization_risk,"Royal Farms SKU at Corner Store Network (Tier 2/3) dipped 23% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
235,14,Sparkling Water,11,North America,2025-12-28,2025-12-28,cannibalization_risk,"Golden Bubbles SKU at FreshMart #2 dipped 34% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
236,52,Beverages,138,Gulf - Qatar,2025-12-28,2025-12-28,cannibalization_risk,"Spring Sip SKU at ValueTrade GT (Qatar) dipped 36% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
237,76,Dairy,70,India - Tier 2/3,2025-12-28,2025-12-28,cannibalization_risk,"Royal Farms SKU at SunriseMart (Tier 2/3) dipped 21% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
238,71,Dairy,23,North America,2025-12-28,2025-12-28,cannibalization_risk,"Golden Farms SKU at GreenLeaf Naturals #2 dipped 28% vs its non-promo baseline the week of 2025-12-28 while a sibling SKU was on promo — likely in-portfolio cannibalization, not real category loss.",1
